year_month,year,month,month_name,quarter,disease_name,disease_category,case_records,unique_patients,inpatient_case_records,total_claim_cost,avg_length_of_stay_days,female_patients,male_patients,readmission_30d_cases,avg_severity_score,readmission_ratio
1960-12,1960,12,December,4,Chronic sinusitis (disorder),Other,1,1,0,78.22,0.010416666666666666,0,1,0,0.0006859875163855929,1.0
1960-12,1960,12,December,4,Cow's milk (substance),Other,1,1,0,68.26,0.010416666666666666,1,0,1,15.000202788388862,1.0
1960-12,1960,12,December,4,Educated to high school level (finding),Other,1,1,0,704.2,0.03706018518518519,1,0,0,0.03110980132376574,1.0
1960-12,1960,12,December,4,Housing unsatisfactory (finding) | Lack of access to transportation (finding) | Received higher education (finding),Other,1,1,0,915.48,0.030347222222222223,1,0,0,0.041345965090848834,1.0
1960-12,1960,12,December,4,Hyperlipidemia (disorder),Endocrine/Metabolic,1,1,0,64.08,0.010416666666666666,0,1,0,0.0,1.0
1960-12,1960,12,December,4,Metabolic syndrome X (disorder),Endocrine/Metabolic,1,1,0,1201.65,0.02738425925925926,1,0,0,0.05522308665446601,1.0
1960-12,1960,12,December,4,Normal pregnancy (finding),Maternal/Neonatal,2,2,0,28629.870000000003,0.010416666666666666,2,0,2,15.691365532377736,1.0
1960-12,1960,12,December,4,Patient referral for dental care (procedure),Other,2,2,0,7952.4800000000005,0.13858796296296297,2,0,0,0.19005918158220253,1.0
1960-12,1960,12,December,4,Streptococcal sore throat (disorder),Other,1,1,0,68.26,0.010416666666666666,1,0,0,0.00020278838886080504,1.0
1960-12,1960,12,December,4,Viral sinusitis (disorder),Infectious,1,1,0,64.08,0.010416666666666666,0,1,0,0.0,1.0
1960-12,1960,12,December,4,Well child visit (procedure),Other,4,4,0,2624.21,0.010416666666666666,2,2,2,7.528718935293039,1.0
1961-01,1961,1,January,1,Acute viral pharyngitis (disorder),Infectious,1,1,0,82.02,0.010416666666666666,0,1,0,0.0008703405971681426,1.0
1961-01,1961,1,January,1,Allergic disposition (finding),Other,1,1,0,68.26,0.010416666666666666,1,0,0,0.00020278838886080504,1.0
1961-01,1961,1,January,1,Body mass index 30+ - obesity (finding),Endocrine/Metabolic,2,2,0,2708.68,0.03881944444444445,1,1,0,0.06265430713469569,1.0
1961-01,1961,1,January,1,Concussion with no loss of consciousness (disorder),Other,1,1,0,68.26,0.010416666666666666,1,0,0,0.00020278838886080504,1.0
1961-01,1961,1,January,1,Educated to high school level (finding) | Serving in military service (finding),Other,1,1,0,1785.92,0.038935185185185184,0,1,0,0.08359220480997939,1.0
1961-01,1961,1,January,1,Normal pregnancy (finding),Maternal/Neonatal,3,2,0,34462.91,0.010416666666666666,3,0,3,15.554202069735274,1.5
1961-02,1961,2,February,1,Body mass index 30+ - obesity (finding),Endocrine/Metabolic,1,1,0,938.64,0.026747685185185183,1,0,0,0.042462112742014155,1.0
1961-02,1961,2,February,1,Educated to high school level (finding) | Housing unsatisfactory (finding),Other,2,2,0,1798.74,0.03157986111111111,0,2,0,0.0405669514206671,1.0
1961-02,1961,2,February,1,Gingivitis (disorder),Other,1,1,0,4375.03,0.12211805555555555,1,0,0,0.20937204387706349,1.0
1961-02,1961,2,February,1,Gingivitis (disorder) | Medication review due (situation),Other,1,1,0,1455.71,0.010416666666666666,1,0,1,15.067513494160373,1.0
1961-02,1961,2,February,1,History of seizure (situation) | Seizure disorder (disorder),Neurological,1,1,0,6191.56,0.09241898148148148,0,1,0,0.2974377714662182,1.0
1961-02,1961,2,February,1,Malignant neoplasm of breast (disorder),Cancer,1,1,0,8237.53,1.7898958333333335,1,0,0,0.40020251459498263,1.0
1961-02,1961,2,February,1,Medication review due (situation),Other,1,1,0,302.09,0.010416666666666666,0,1,1,15.01154680967291,1.0
1961-02,1961,2,February,1,Normal pregnancy (finding),Maternal/Neonatal,2,2,0,22915.94,0.010416666666666666,2,0,2,15.552762821999337,1.0
1961-02,1961,2,February,1,Otitis media (disorder),Other,1,1,0,85.55,0.010416666666666666,0,1,0,0.0010415949064214059,1.0
1961-02,1961,2,February,1,Prediabetes (finding),Endocrine/Metabolic,2,2,0,2436.88,0.03185185185185185,2,0,0,0.056046865264314315,1.0
1961-02,1961,2,February,1,Proteinuria due to type 2 diabetes mellitus (disorder),Endocrine/Metabolic,1,1,0,999.58,0.024467592592592593,0,1,0,0.04541384381374264,1.0
1961-02,1961,2,February,1,Received higher education (finding),Other,1,1,0,704.2,0.03822916666666667,0,1,0,0.03111221618577797,1.0
1961-02,1961,2,February,1,Risk activity involvement (finding),Other,1,1,0,994.48,0.010416666666666666,1,0,0,0.04513739641054849,1.0
1961-03,1961,3,March,1,Body mass index 30+ - obesity (finding),Endocrine/Metabolic,1,1,0,1509.57,0.028275462962962964,0,1,0,0.07016334890750303,1.0
1961-03,1961,3,March,1,Childhood asthma (disorder),Respiratory,1,1,0,582.36,0.010416666666666666,1,0,0,0.025143819659994703,1.0
1961-03,1961,3,March,1,Chronic sinusitis (disorder),Other,1,1,0,78.22,0.010416666666666666,0,1,0,0.0006859875163855929,1.0
1961-03,1961,3,March,1,Educated to high school level (finding) | Serving in military service (finding) | Transport problem (finding),Other,1,1,0,919.9,0.027372685185185184,0,1,0,0.041554252084287605,1.0
1961-03,1961,3,March,1,Epilepsy (disorder),Neurological,1,1,0,6924.84,0.10618055555555556,0,1,0,0.3330405228060897,1.0
1961-03,1961,3,March,1,History of seizure (situation) | Seizure disorder (disorder),Neurological,1,1,0,6191.56,0.0597337962962963,0,1,1,15.297370250967976,1.0
1961-03,1961,3,March,1,Normal pregnancy (finding),Maternal/Neonatal,4,2,0,67388.31,0.018229166666666664,4,0,3,12.064225953111087,2.0
1961-03,1961,3,March,1,Prediabetes (finding),Endocrine/Metabolic,1,1,0,1448.34,0.04019675925925926,1,0,0,0.06721746541909242,1.0
1961-03,1961,3,March,1,Pulmonic valve stenosis (disorder),Other,1,1,0,64.08,0.010416666666666666,1,0,0,0.0,1.0
1961-03,1961,3,March,1,Well child visit (procedure),Other,3,3,0,917.94,0.010416666666666666,1,2,0,0.0117355290108681,1.0
1961-04,1961,4,April,2,Allergic disposition (finding),Other,2,2,0,171.1,0.010416666666666666,1,1,0,0.0010415949064214059,1.0
1961-04,1961,4,April,2,Eggs (edible) (substance),Other,1,1,0,85.55,0.010416666666666666,1,0,1,15.00104159490642,1.0
1961-04,1961,4,April,2,Metabolic syndrome X (disorder),Endocrine/Metabolic,1,1,0,1003.74,0.0353587962962963,1,0,0,0.04563816078613694,1.0
1961-04,1961,4,April,2,Normal pregnancy (finding),Maternal/Neonatal,2,1,0,24952.43,0.026041666666666664,2,0,1,8.102194205842505,2.0
1961-04,1961,4,April,2,Postnatal visit (regime/therapy),Other,1,1,0,1337.7,0.010416666666666666,1,0,1,15.061788360722703,1.0
1961-04,1961,4,April,2,Risk activity involvement (finding),Other,1,1,0,883.26,0.016655092592592593,0,1,0,0.03975456005376187,1.0
1961-04,1961,4,April,2,Shellfish (substance),Other,1,1,0,64.08,0.010416666666666666,0,1,1,15.0,1.0
1961-04,1961,4,April,2,Traumatic or nontraumatic brain injury (disorder),Other,1,1,0,108.86,0.041666666666666664,0,1,0,0.0022370112322751207,1.0
1961-04,1961,4,April,2,Viral sinusitis (disorder),Infectious,1,1,0,85.55,0.010416666666666666,0,1,0,0.0010415949064214059,1.0
1961-04,1961,4,April,2,Wheat (substance),Other,1,1,0,85.55,0.010416666666666666,0,1,1,15.00104159490642,1.0
1961-05,1961,5,May,2,Admission to hospice (procedure),Other,2,2,0,35773.16,28.567447916666666,2,0,2,15.923632834086977,1.0
1961-05,1961,5,May,2,Allergic disposition (finding),Other,1,1,0,64.08,0.010416666666666666,0,1,0,0.0,1.0
1961-05,1961,5,May,2,Anemia (disorder),Other,1,1,0,1909.09,0.05392361111111111,1,0,0,0.08959863316047662,1.0
1961-05,1961,5,May,2,Body mass index 30+ - obesity (finding) | Hyperlipidemia (disorder),Endocrine/Metabolic,1,1,0,1267.69,0.0290162037037037,1,0,1,15.058430320385598,1.0
1961-05,1961,5,May,2,Hyperlipidemia (disorder),Endocrine/Metabolic,1,1,0,68.26,0.010416666666666666,1,0,0,0.00020278838886080504,1.0
1961-05,1961,5,May,2,Past pregnancy history of miscarriage (situation),Maternal/Neonatal,1,1,0,7508.49,0.010416666666666666,1,0,0,0.36115787318642656,1.0
1961-05,1961,5,May,2,Perennial allergic rhinitis with seasonal variation (disorder),Other,1,1,0,64.08,0.010416666666666666,1,0,0,0.0,1.0
1961-05,1961,5,May,2,Postnatal visit (regime/therapy),Other,1,1,0,1141.97,0.010416666666666666,1,0,1,15.052292721643342,1.0
1961-05,1961,5,May,2,Risk activity involvement (finding),Other,1,1,0,1436.08,0.014259259259259258,1,0,0,0.06656910291848388,1.0
1961-06,1961,6,June,2,Acute bronchitis (disorder),Respiratory,1,1,0,68.26,0.010416666666666666,1,0,1,15.000202788388862,1.0
1961-06,1961,6,June,2,Contraception care (regime/therapy),Other,1,1,0,113.77,0.010416666666666666,1,0,1,15.002410659101074,1.0
1961-06,1961,6,June,2,Emergency room admission (procedure),Other,1,1,0,769.93,0.041666666666666664,1,0,1,15.034308140472517,1.0
1961-06,1961,6,June,2,Epilepsy (disorder) | History of seizure (situation) | Seizure disorder (disorder),Neurological,1,1,0,17435.61,0.10710648148148148,0,1,0,0.8429616015935532,1.0
1961-06,1961,6,June,2,History of tubal ligation (situation),Other,1,1,1,3817.64,1.0,1,0,0,35.1841443564562,1.0
1961-06,1961,6,June,2,Hyperlipidemia (disorder),Endocrine/Metabolic,1,1,0,321.88,0.010416666666666666,0,1,0,0.012506901112037188,1.0
1961-06,1961,6,June,2,Medication review due (situation),Other,1,1,0,299.63,0.010416666666666666,0,1,0,0.011427465310086734,1.0
1961-06,1961,6,June,2,Part-time employment (finding),Other,1,1,0,4272.43,0.027060185185185187,0,1,0,0.20419814176814802,1.0
1961-06,1961,6,June,2,Prediabetes (finding),Endocrine/Metabolic,1,1,0,1216.82,0.02621527777777778,0,1,0,0.05595662869652515,1.0
1961-06,1961,6,June,2,Pulmonary emphysema (disorder),Other,1,1,0,9311.39,0.03339120370370371,1,0,0,0.4486711676308951,1.0
1961-06,1961,6,June,2,Sudden cardiac death (disorder),Cardiovascular,2,2,0,533.38,0.010416666666666666,2,0,0,0.009829415183513789,1.0
1961-07,1961,7,July,3,Body mass index 30+ - obesity (finding),Endocrine/Metabolic,1,1,0,1082.36,0.03239583333333333,0,1,0,0.049446208161223006,1.0
1961-07,1961,7,July,3,Childhood asthma (disorder),Respiratory,1,1,0,682.52,0.010416666666666666,0,1,0,0.030002978757673694,1.0
1961-07,1961,7,July,3,Chronic sinusitis (disorder),Other,1,1,0,90.91,0.010416666666666666,0,1,0,0.001301629778262055,1.0
1961-07,1961,7,July,3,Educated to high school level (finding),Other,2,2,0,1487.66,0.0336400462962963,2,0,0,0.033025344635853084,1.0
1961-07,1961,7,July,3,Emergency room admission (procedure),Other,1,1,0,376.88,0.041666666666666664,1,0,0,0.015239725103680116,1.0
1961-07,1961,7,July,3,Gingivitis (disorder),Other,1,1,0,1040.51,0.010416666666666666,1,0,1,15.047370494386447,1.0
1961-07,1961,7,July,3,Has a criminal record (finding),Other,1,1,0,1289.67,0.030671296296296297,0,1,0,0.05950007647807748,1.0
1961-07,1961,7,July,3,History of appendectomy (situation),Other,1,1,1,7683.16,2.040925925925926,0,1,0,35.373826399492216,1.0
1961-07,1961,7,July,3,Only received primary school education (finding),Other,2,2,0,2885.92,0.033935185185185186,2,0,0,0.06694352521492261,1.0
1961-07,1961,7,July,3,Past pregnancy history of miscarriage (situation),Maternal/Neonatal,1,1,0,2920.64,0.010416666666666666,1,0,0,0.13858306222110534,1.0
1961-07,1961,7,July,3,Risk activity involvement (finding),Other,1,1,0,1087.4,0.010416666666666666,1,0,0,0.04964531437536811,1.0
1961-07,1961,7,July,3,Well child visit (procedure),Other,3,3,0,2142.84,0.013337191358024691,1,2,0,0.031549815571376566,1.0
1961-08,1961,8,August,3,Anemia (disorder),Other,3,2,0,4232.78,0.03404706790123457,0,3,1,5.065389692211978,1.5
1961-08,1961,8,August,3,Educated to high school level (finding) | Housing unsatisfactory (finding),Other,1,1,0,704.2,0.02625,0,1,0,0.03108746982753382,1.0
1961-08,1961,8,August,3,Essential hypertension (disorder),Cardiovascular,2,2,0,2416.3500000000004,0.02820601851851852,0,2,0,0.055541337876023125,1.0
1961-08,1961,8,August,3,Fracture of bone (disorder),Musculoskeletal,1,1,0,1367.97,0.05833333333333333,1,0,0,0.06335586398601838,1.0
1961-08,1961,8,August,3,General examination of patient (procedure),Other,1,1,0,1304.65,0.02981481481481481,0,1,0,0.0602250464232691,1.0
1961-08,1961,8,August,3,Medication review due (situation) | Unhealthy alcohol drinking behavior (finding),Other,1,1,0,6806.86,0.02917824074074074,0,1,0,0.3271577747184939,1.0
1961-08,1961,8,August,3,Primary dental caries (disorder),Other,1,1,0,4181.06,0.1792013888888889,1,0,0,0.2000797111591634,1.0
1961-08,1961,8,August,3,Recurrent urinary tract infection (disorder),Infectious,1,1,0,6687.52,0.2771064814814815,1,0,0,0.32188028363486615,1.0
1961-08,1961,8,August,3,Risk activity involvement (finding),Other,2,2,0,2451.17,0.010920138888888889,1,1,0,0.05635025719442027,1.0
1961-08,1961,8,August,3,Sprain (morphologic abnormality) | Sprain of ankle (disorder),Other,1,1,0,119.83,0.041666666666666664,1,0,0,0.0027692094681131653,1.0
1961-08,1961,8,August,3,Well child visit (procedure),Other,1,1,0,299.63,0.010416666666666666,0,1,0,0.011427465310086734,1.0
1961-09,1961,9,September,3,Acute bronchitis (disorder),Respiratory,1,1,0,400.59,0.010416666666666666,1,0,0,0.016325435582667316,1.0
1961-09,1961,9,September,3,Allergic disposition (finding),Other,1,1,0,68.26,0.010416666666666666,1,0,0,0.00020278838886080504,1.0
1961-09,1961,9,September,3,Anemia (disorder),Other,1,1,0,846.31,0.02511574074074074,1,0,0,0.03797944677567729,1.0
1961-09,1961,9,September,3,Educated to high school level (finding),Other,1,1,0,2035.32,0.03487268518518519,1,0,0,0.09568319634231925,1.0
1961-09,1961,9,September,3,Full-time employment (finding) | Medication review due (situation),Other,1,1,0,858.66,0.034652777777777775,1,0,1,15.038598295736715,1.0
1961-09,1961,9,September,3,Limited social contact (finding),Other,1,1,0,1782.6,0.041122685185185186,0,1,0,0.0834356573343389,1.0
1961-09,1961,9,September,3,Past pregnancy history of miscarriage (situation),Maternal/Neonatal,1,1,0,2920.64,0.010416666666666666,1,0,0,0.13858306222110534,1.0
1961-09,1961,9,September,3,Perennial allergic rhinitis with seasonal variation (disorder),Other,1,1,0,68.26,0.010416666666666666,1,0,1,15.000202788388862,1.0
1961-09,1961,9,September,3,Refugee (person),Other,1,1,0,1173.45,0.030138888888888892,1,0,0,0.05386068320610488,1.0
1961-09,1961,9,September,3,Risk activity involvement (finding),Other,1,1,0,1507.06,0.01699074074074074,1,0,0,0.07001826705949757,1.0
1961-09,1961,9,September,3,Sinusitis (disorder),Other,1,1,0,64.08,0.010416666666666666,1,0,0,0.0,1.0
1961-09,1961,9,September,3,Viral sinusitis (disorder),Infectious,1,1,0,85.55,0.010416666666666666,1,0,0,0.0010415949064214059,1.0
1961-09,1961,9,September,3,Well child visit (procedure),Other,1,1,0,299.63,0.010416666666666666,0,1,0,0.011427465310086734,1.0
1961-10,1961,10,October,4,Body mass index 30+ - obesity (finding) | Recurrent urinary tract infection (disorder),Endocrine/Metabolic,1,1,0,1049.2,0.028796296296296296,1,0,0,0.047830049099316437,1.0
1961-10,1961,10,October,4,Educated to high school level (finding),Other,1,1,0,1223.4,0.03097222222222222,1,0,0,0.056285677424813774,1.0
1961-10,1961,10,October,4,Educated to high school level (finding) | Lack of access to transportation (finding),Other,1,1,0,1040.51,0.026319444444444447,1,0,0,0.04740334607362498,1.0
1961-10,1961,10,October,4,Educated to high school level (finding) | Transport problem (finding),Other,1,1,0,883.26,0.032199074074074074,1,0,0,0.039786670545667084,1.0
1961-10,1961,10,October,4,Epilepsy (disorder),Neurological,1,1,0,11139.18,0.10569444444444444,0,1,0,0.5374938771495005,1.0
1961-10,1961,10,October,4,Full-time employment (finding) | Stress (finding),Other,1,1,0,934.74,0.02396990740740741,0,1,0,0.04226716997839926,1.0
1961-10,1961,10,October,4,Medication review due (situation),Other,2,2,0,1798.74,0.010416666666666666,1,1,0,0.04052323285443578,1.0
1961-10,1961,10,October,4,Medication review due (situation) | Not in labor force (finding),Other,1,1,0,783.46,0.03037037037037037,1,0,0,0.034941198771763785,1.0
1961-10,1961,10,October,4,Past pregnancy history of miscarriage (situation),Maternal/Neonatal,2,2,0,2479.67,0.010416666666666666,2,0,0,0.05704054118302283,1.0
1961-10,1961,10,October,4,Victim of intimate partner abuse (finding),Other,1,1,0,1053.94,0.030532407407407407,1,0,1,15.04806359173934,1.0
1961-11,1961,11,November,4,Allergic disposition (finding),Other,2,2,0,132.34,0.010416666666666666,2,0,0,0.00010139419443040252,1.0
1961-11,1961,11,November,4,Body mass index 30+ - obesity (finding),Endocrine/Metabolic,1,1,0,915.48,0.02103009259259259,0,1,0,0.0413267179233256,1.0
1961-11,1961,11,November,4,Chronic sinusitis (disorder),Other,2,2,0,165.01,0.010416666666666666,1,1,0,0.0008938698719522312,1.0
1961-11,1961,11,November,4,Cow's milk (substance),Other,1,1,0,64.08,0.010416666666666666,1,0,1,15.0,1.0
1961-11,1961,11,November,4,Diabetes mellitus type 2 (disorder),Endocrine/Metabolic,1,1,0,8157.34,0.03023148148148148,0,1,0,0.3926770948366305,1.0
1961-11,1961,11,November,4,Educated to high school level (finding),Other,2,2,0,2456.8900000000003,0.024427083333333335,0,2,0,0.056516909560220915,1.0
1961-11,1961,11,November,4,Educated to high school level (finding) | Housing unsatisfactory (finding),Other,1,1,0,915.48,0.03300925925925926,0,1,0,0.04135146428156976,1.0
1961-11,1961,11,November,4,Eggs (edible) (substance),Other,1,1,0,68.26,0.010416666666666666,1,0,1,15.000202788388862,1.0
1961-11,1961,11,November,4,Loss of teeth (disorder),Other,1,1,0,1379.75,0.04246527777777778,1,0,0,0.06389457857784261,1.0
1961-11,1961,11,November,4,Perennial allergic rhinitis (disorder),Other,1,1,0,64.08,0.010416666666666666,1,0,0,0.0,1.0
1961-11,1961,11,November,4,Risk activity involvement (finding),Other,1,1,0,1223.4,0.017002314814814814,0,1,0,0.05625681862829137,1.0
1961-11,1961,11,November,4,Shellfish (substance),Other,1,1,0,82.02,0.010416666666666666,1,0,1,15.000870340597167,1.0
1961-11,1961,11,November,4,Urgent care clinic (environment),Other,1,1,0,573.98,0.010416666666666666,1,0,1,15.0247372726029,1.0
1961-11,1961,11,November,4,Well child visit (procedure),Other,2,2,0,1351.1100000000001,0.011417824074074073,0,2,0,0.0296671471400883,1.0
1961-12,1961,12,December,4,Allergic disposition (finding),Other,2,2,0,146.1,0.010416666666666666,1,1,0,0.0004351702985840713,1.0
1961-12,1961,12,December,4,Body mass index 30+ - obesity (finding) | Medication review due (situation) | Part-time employment (finding),Endocrine/Metabolic,1,1,0,1123.12,0.04010416666666667,1,0,1,15.051439561266026,1.0
1961-12,1961,12,December,4,Chronic sinusitis (disorder),Other,1,1,0,92.93,0.010416666666666666,0,1,0,0.0013996279948885687,1.0
1961-12,1961,12,December,4,Educated to high school level (finding),Other,3,3,0,3362.76,0.03558641975308642,3,0,0,0.05132349785050309,1.0
1961-12,1961,12,December,4,Educated to high school level (finding) | Serving in military service (finding),Other,1,1,0,704.2,0.03805555555555556,0,1,0,0.03111185754290487,1.0
1961-12,1961,12,December,4,Educated to high school level (finding) | Transport problem (finding),Other,1,1,0,704.2,0.022789351851851852,0,1,0,0.03108032087959662,1.0
1961-12,1961,12,December,4,History of tubal ligation (situation),Other,1,1,1,19226.24,1.0,1,0,0,35.931676693441986,1.0
1961-12,1961,12,December,4,Hyperlipidemia (disorder),Endocrine/Metabolic,1,1,0,1148.93,0.024618055555555556,0,1,1,15.052659715852007,1.0
1961-12,1961,12,December,4,Medication review due (situation),Other,1,1,0,418.76,0.010416666666666666,1,0,0,0.017206934392619666,1.0
1961-12,1961,12,December,4,Obstructive sleep apnea syndrome (disorder),Other,1,1,1,1402.91,1.0,0,1,0,35.06699622099356,1.0
1961-12,1961,12,December,4,Prediabetes (finding) | Transport problem (finding),Endocrine/Metabolic,1,1,0,1606.79,0.034664351851851856,1,0,0,0.0748930749951489,1.0
1961-12,1961,12,December,4,Received higher education (finding),Other,1,1,0,783.46,0.034027777777777775,0,1,0,0.03494875418162383,1.0
1961-12,1961,12,December,4,Risk activity involvement (finding),Other,1,1,0,1567.0,0.010416666666666666,1,0,0,0.07291261372887095,1.0
1961-12,1961,12,December,4,Seasonal allergic rhinitis (disorder),Other,1,1,0,64.08,0.010416666666666666,0,1,1,15.0,1.0
1961-12,1961,12,December,4,Sleep disorder (disorder),Other,1,1,0,1295.78,0.031203703703703706,0,1,1,15.05979759666453,1.0
1961-12,1961,12,December,4,Well child visit (procedure),Other,1,1,0,704.2,0.010925925925925927,1,0,0,0.031055813616601206,1.0
1962-01,1962,1,January,1,Body mass index 30+ - obesity (finding),Endocrine/Metabolic,1,1,0,1131.32,0.03849537037037037,0,1,0,0.05183405238480866,1.0
1962-01,1962,1,January,1,Chronic congestive heart failure (disorder),Cardiovascular,2,1,0,20611.96,0.04232060185185185,2,0,2,15.49694112188605,2.0
1962-01,1962,1,January,1,Chronic sinusitis (disorder),Other,2,2,0,167.03,0.010416666666666666,0,2,0,0.0009428689802654881,1.0
1962-01,1962,1,January,1,Contraception care (regime/therapy),Other,1,1,0,106.81,0.010416666666666666,1,0,0,0.0020730018794311448,1.0
1962-01,1962,1,January,1,Glycine max (substance),Other,1,1,0,85.55,0.010416666666666666,1,0,1,15.00104159490642,1.0
1962-01,1962,1,January,1,Hyperlipidemia (disorder),Endocrine/Metabolic,1,1,0,68.26,0.010416666666666666,0,1,0,0.00020278838886080504,1.0
1962-01,1962,1,January,1,Normal pregnancy (finding),Maternal/Neonatal,1,1,0,55364.31,0.010416666666666666,1,0,0,2.6828336232851524,1.0
1962-01,1962,1,January,1,Past pregnancy history of miscarriage (situation),Maternal/Neonatal,1,1,0,1141.97,0.010416666666666666,1,0,0,0.05229272164334277,1.0
1962-01,1962,1,January,1,Patient referral for dental care (procedure),Other,1,1,0,4285.52,0.13645833333333332,1,0,0,0.20505918244658025,1.0
1962-01,1962,1,January,1,Received higher education (finding),Other,1,1,0,915.48,0.036631944444444446,0,1,0,0.041358947962855185,1.0
1962-01,1962,1,January,1,Sleep disorder (disorder),Other,1,1,0,948.35,0.03256944444444444,0,1,0,0.04294520986839361,1.0
1962-02,1962,2,February,1,Allergic disposition (finding),Other,1,1,0,85.55,0.010416666666666666,1,0,0,0.0010415949064214059,1.0
1962-02,1962,2,February,1,Anemia (disorder) | Prediabetes (finding),Endocrine/Metabolic,1,1,0,842.42,0.04158564814814815,0,1,0,0.03782475069161342,1.0
1962-02,1962,2,February,1,Body mass index 30+ - obesity (finding),Endocrine/Metabolic,1,1,0,1219.56,0.03350694444444444,0,1,0,0.05610461997123346,1.0
1962-02,1962,2,February,1,Chronic sinusitis (disorder),Other,1,1,0,78.22,0.010416666666666666,1,0,0,0.0006859875163855929,1.0
1962-02,1962,2,February,1,Dental filling lost (finding),Other,1,1,0,5606.73,0.15943287037037038,1,0,1,15.269203783343116,1.0
1962-02,1962,2,February,1,Essential hypertension (disorder) | Part-time employment (finding),Cardiovascular,1,1,0,1201.65,0.03633101851851852,1,0,1,15.055241568717193,1.0
1962-02,1962,2,February,1,Full-time employment (finding) | Gingivitis (disorder) | Medication review due (situation) | Stress (finding),Other,1,1,0,1345.39,0.02390046296296296,1,0,1,15.06218928773792,1.0
1962-02,1962,2,February,1,Gingival disease (disorder),Other,1,1,0,6838.43,0.2448611111111111,1,0,0,0.3291349147040669,1.0
1962-02,1962,2,February,1,Gingivitis (disorder) | Medication review due (situation),Other,1,1,0,2147.18,0.011261574074074075,1,0,1,15.101061193442192,1.0
1962-02,1962,2,February,1,Has a criminal record (finding),Other,1,1,0,704.2,0.04125,0,1,0,0.031118456571769974,1.0
1962-02,1962,2,February,1,Hyperlipidemia (disorder),Endocrine/Metabolic,1,1,0,1673.88,0.03016203703703704,0,1,1,15.078138576345157,1.0
1962-02,1962,2,February,1,Limited social contact (finding) | Medication review due (situation) | Part-time employment (finding),Other,1,1,0,2202.33,0.02792824074074074,0,1,1,15.103771168527787,1.0
1962-02,1962,2,February,1,Metabolic syndrome X (disorder),Endocrine/Metabolic,1,1,0,1150.44,0.03921296296296296,0,1,1,15.052763121855497,1.0
1962-02,1962,2,February,1,Obstructive sleep apnea syndrome (disorder),Other,1,1,1,975.73,1.0,0,1,0,35.04627202387548,1.0
1962-02,1962,2,February,1,Otitis media (disorder),Other,1,1,0,68.26,0.010416666666666666,1,0,0,0.00020278838886080504,1.0
1962-02,1962,2,February,1,Past pregnancy history of miscarriage (situation),Maternal/Neonatal,2,2,0,2147.35,0.010416666666666666,2,0,0,0.048979460155962704,1.0
1962-02,1962,2,February,1,Received higher education (finding),Other,2,2,0,1766.52,0.03080439814814815,2,0,0,0.03978378944791982,1.0
1962-02,1962,2,February,1,Well child visit (procedure),Other,2,2,0,1079.1100000000001,0.010416666666666666,0,2,0,0.023067179232916533,1.0
1962-03,1962,3,March,1,Allergic disposition (finding),Other,1,1,0,64.08,0.010416666666666666,0,1,0,0.0,1.0
1962-03,1962,3,March,1,Anemia (disorder),Other,1,1,0,202.54,0.010416666666666666,1,0,0,0.006717244096092587,1.0
1962-03,1962,3,March,1,Body mass index 30+ - obesity (finding),Endocrine/Metabolic,2,2,0,3119.62,0.023871527777777776,1,1,0,0.07259159311710844,1.0
1962-03,1962,3,March,1,Chronic kidney disease stage 2 (disorder) | Gingivitis (disorder) | Microalbuminuria due to type 2 diabetes mellitus (disorder) | Part-time employment (finding),Endocrine/Metabolic,1,1,0,12659.07,0.04133101851851852,0,1,1,15.611096812058149,1.0
1962-03,1962,3,March,1,Chronic sinusitis (disorder),Other,3,3,0,245.25,0.010416666666666666,1,2,0,0.0008572418256388563,1.0
1962-03,1962,3,March,1,Educated to high school level (finding),Other,1,1,0,1040.51,0.04125,0,1,0,0.047434189360711886,1.0
1962-03,1962,3,March,1,Essential hypertension (disorder),Cardiovascular,2,2,0,1058.56,0.0213599537037037,2,0,0,0.02259130466104221,1.0
1962-03,1962,3,March,1,Gingivitis (disorder),Other,1,1,0,3759.18,0.11538194444444444,1,0,0,0.17948080095465727,1.0
1962-03,1962,3,March,1,Hyperlipidemia (disorder),Endocrine/Metabolic,1,1,0,85.55,0.010416666666666666,0,1,0,0.0010415949064214059,1.0
1962-03,1962,3,March,1,Lack of access to transportation (finding),Other,1,1,0,704.2,0.027719907407407405,0,1,0,0.031090506337192764,1.0
1962-03,1962,3,March,1,Medication review due (situation),Other,1,1,0,526.47,0.010416666666666666,0,1,1,15.022432373953432,1.0
1962-03,1962,3,March,1,Past pregnancy history of miscarriage (situation),Maternal/Neonatal,1,1,0,1338.51,0.010416666666666666,1,0,0,0.06182765703729075,1.0
1962-03,1962,3,March,1,Received higher education (finding),Other,2,2,0,2271.2,0.0387962962962963,0,2,0,0.05204231381817887,1.0
1962-03,1962,3,March,1,Received higher education (finding) | Serving in military service (finding),Other,1,1,0,1017.07,0.030844907407407408,0,1,0,0.04627552727323398,1.0
1962-03,1962,3,March,1,Recurrent urinary tract infection (disorder),Infectious,2,2,0,5243.110000000001,0.03682291666666667,2,0,0,0.12412781149530203,1.0
1962-03,1962,3,March,1,Seasonal allergic rhinitis (disorder),Other,1,1,0,68.26,0.010416666666666666,1,0,0,0.00020278838886080504,1.0
